id,type,address,number,postal_code,municipality,province,location,public,available,hours,Latitude,Longitude
13.0,,Blvd. Fr. Roosevelt,24.0,7060.0,SOIGNIES,Hainaut,,Y,,,50.57930349999999,4.0666287
70.0,,Ch. De Wégimont,76.0,4630.0,Ayeneux,Liège,,,,,50.6109296,5.7393151
71.0,,Place Saint - Lambert,,4020.0,Liège,Liège,,,,,50.6456222,5.5736201
72.0,,Rue du Doyard,,4990.0,Lierneux,Liège,,,,,50.2874163,5.7863246
73.0,,Fond Saint Servais,,4000.0,Liège,Liège,,,,,50.6468058,5.5710309
74.0,,Rue des Prémontrès,12.0,4020.0,Liège,Liège,,,,,50.6380181,5.5739754
75.0,,Route de Bastogne,1.0,4920.0,Harzé,Liège,,,,,50.4411102,5.6658992
76.0,,Rue du Parc,1.0,4540.0,Jehay,Liège,,,,,50.5724773,5.3247092
77.0,,Blvd. De la Constitution,19.0,4020.0,Liège,Liège,,,,,50.6434982,5.583673
78.0,,Place de la République française ,,4000.0,Liège,Liège,,,,,50.6434288,5.5718235
79.0,,Rue Darchis,33.0,4020.0,Liège,Liège,,,,,50.63701649999999,5.5652041
86.0,,Schumanplein,11.0,1040.0,Brussel,Bruxelles-Brussel,,,,,50.8428222,4.384307499999999
87.0,,Uitbreidingstraat,,2600.0,Berchem,Antwerpen,,,,,51.1967334,4.4294545
95.0,,Peperstraat,2.0,3300.0,TIENEN,Vlaams-Brabant,,Y,,,50.8068178,4.9373837
96.0,,Graafschap - Jettelaan,2.0,1090.0,Brussel,Bruxelles-Brussel,,,,,50.8830175,4.3331515
97.0,,Sint-Pieterskerstraat,,1090.0,Brussel,Bruxelles-Brussel,,,,,50.8802534,4.3250605
98.0,,Wemmelsestweg,100.0,1090.0,Brussel,Bruxelles-Brussel,,,,,50.8587022,4.3359125
100.0,,Rue Pietro Ferrero,5.0,6700.0,ARLON,Luxembourg,,N,,,49.6735536,5.820462399999999
101.0,,Tweestationsstraat,80.0,1070.0,Brussel,Bruxelles-Brussel,,,,,50.832142,4.3274689
102.0,,Nieuwe Weg ,1.0,2070.0,ZWIJNDRECHT,Antwerpen,,Y,,,51.2433477,4.3253167
111.0,,Hermeslaan,2.0,1831.0,MachelenBt),Vlaams-Brabant,,,,,50.8812562,4.4422935
115.0,,Gemeenteplein,1.0,3798.0,Voeren  s Gravenvoeren,Limburg,,Y,,,50.759905,5.7598731
116.0,,Remersdaal-Dorp,1.0,3791.0,Remersdaal,Limburg,,,,,50.7311732,5.8809444
117.0,,Sint-Pieterstraat ,20.0,3792.0,Sint-Pieters-Voeren,Limburg,,Y,,,50.73797219999999,5.8232275
118.0,,Kerkplein,1.0,3790.0,Moelingen,Limburg,,Y,,,50.7570096,5.713497299999999
119.0,,Gieveldstraat,,3793.0,Teuven,Limburg,,Y,,,50.7518324,5.8759546
120.0,,Kerkstraat,1.0,3790.0,VOEREN,Limburg,,Y,,,50.7494078,5.8125437
167.0,,Vanhalstraat,1.0,1500.0,Halle,Vlaams-Brabant,,y,,,51.87676010000001,5.9697317
170.0,,Brikkenovenstraat,48.0,3600.0,Genk,Limburg,,N,,,50.9777421,5.4718846
214.0,,Rue de l église,,1150.0,Bruxelles,Bruxelles-Brussel,,,,,50.8407211,4.4634331
218.0,,Cours des mineurs,,4000.0,Liège,Liège,,,,,50.6472929,5.5760923
219.0,,Rue des Croisiers,15.0,4000.0,Liège,Liège,,,,,50.638932,5.575317099999999
220.0,,Rue de l école technique ,,4040.0,Herstal,Liège,,,,,50.6715508,5.6402438
221.0,,Rue de Wallonie,30.0,4460.0,Bierset,Liège,,,,,50.65781380000001,5.4934921
222.0,,Rue Paul d Andrimont,24.0,4630.0,Micheroux,Liège,,,,,50.6230144,5.711755699999999
223.0,,Bd. Léon Philippet,83.0,4000.0,Liège,Liège,,,,,50.6529901,5.5584547
224.0,,Rue du Commerce,14.0,4100.0,Seraing,Liège,,,,,50.61296859999999,5.5076623
225.0,,Rue Peetermans,80.0,4100.0,Seraing,Liège,,,,,50.6108128,5.5101301
226.0,,Rue J. Stassart,15.0,4367.0,Crisnée,Liège,,,,,50.7081916,5.3922851
227.0,,Route de Dinant,119.0,4020.0,Liège,Liège,,,,,50.6415737,5.5823234
228.0,,Rue de Huy,123.0,4300.0,Waremme,Liège,,,,,50.68623220000001,5.253145200000001
229.0,,Rue de Sélys,35.0,4300.0,Waremme,Liège,,,,,50.692572,5.245337999999999
230.0,,Rue St. Pierre,48.0,4500.0,Huy,Liège,,,,,50.5230569,5.2363117
231.0,,Avenue Delchambre,6.0,4500.0,Huy,Liège,,,,,50.5217995,5.241730899999999
232.0,,Rue Lambert Marlet,23.0,4020.0,Liège,Liège,,,,,50.6863168,5.7220189
233.0,,Rue Aux Laines,69.0,4800.0,Verviers,Liège,,,,,50.5894863,5.853944299999999
234.0,,Rue av. Peltzer,40.0,4020.0,Liège,Liège,,,,,50.5832226,5.8541304
235.0,,Route du Canada,157.0,4910.0,La Reid,Liège,,,,,46.2072429,6.0732718
238.0,,Route de Botrange,131.0,4950.0,Robertville,Liège,,,,,50.4934169,6.0995656
239.0,,Grand Route,317.0,4400.0,,Liège,,,,,,
240.0,,Avenue Montesquieu,6.0,4101.0,Jemeppe-sur-Meuse,Liège,,,,,50.6198974,5.515578199999999
242.0,,Rue Grand Puits,,4040.0,Herstal,Liège,,,,,50.6716874,5.6393763
259.0,,Rue de la Bouviere,1.0,4190.0,Vieuxville,Liège,,,,,50.2816896,5.9278914
275.0,,Da Vincilaan,,1930.0,Zaventem,Vlaams-Brabant,,,,,50.8892246,4.4591702
277.0,Appareil Mobile- Mobiel apparaat,Adriaan Brouwerstraat,24.0,2000.0,Antwerpen,Antwerpen,,,,,51.227416,4.4043543
282.0,,Kempenarestraat,53.0,2860.0,Sint-Katelijne-Waver,Antwerpen,,Y,,,51.0627368,4.5223492
310.0,,Koninginnelaan,1.0,8400.0,Oostende,West-Vlaanderen,,,,,51.2263459,2.9053408
311.0,,Northlaan,13.0,8400.0,Oostende,West-Vlaanderen,,,,,51.21764779999999,2.8882336
312.0,,Kursaal - Oosthelling,12.0,8400.0,Oostende,West-Vlaanderen,,,,,51.2315759,2.9126867
313.0,,Leopold Van Tyghemlaan,62.0,8400.0,Oostende,West-Vlaanderen,,,,,51.2174926,2.8878064
315.0,,Wetstraat,23.0,1040.0,Brussel,Bruxelles-Brussel,,,,,50.8418101,4.3856343
316.0,,Grotesteenweg - Noord,9.0,9052.0,Gent,Oost-Vlaanderen,,,,,51.0102471,3.7021131
317.0,,Kunstlaan,16.0,3500.0,Hasselt,Limburg,,,,,50.92715940000001,5.347167199999999
318.0,,Interleuvenlaan ,58.0,3001.0,Leuven,Vlaams-Brabant,,,,,50.8476423,4.737563
319.0,,Sint-Katelijnestraat ,154.0,2800.0,Mechelen,Antwerpen,,,,,51.0340147,4.475662
320.0,,Hof ter Weze,1.0,8800.0,Roeselare,West-Vlaanderen,,,,,50.9237393,3.118277
321.0,,Patersstraat,100.0,2300.0,Turnhout,Antwerpen,,,,,51.3269783,4.949544299999999
323.0,,Interleuven,58.0,3001.0,Leuven,Vlaams-Brabant,,,,,50.8826624,4.6967705
328.0,, Ingelmunstersteenweg,11.0,8760.0,Meulebeke,West-Vlaanderen,,,,,50.9446501,3.2788002
335.0,,Chaussée de Haecht,1405.0,1130.0,Bruxelles,Bruxelles-Brussel,,,,,50.88396849999999,4.419163999999999
341.0,,Avenue du Bois St. Jean,21.0,4000.0,Liège,Liège,,,,,50.5796811,5.5544058
344.0,,Keienpoelweg,6.0,3300.0,Tienen,Vlaams-Brabant,,Y,,,50.794514,4.9867211
346.0,,Avenue de Gaulle,2.0,7500.0,Tournai,Hainaut,,Y,,,50.60473880000001,3.377898
349.0,,Haven 1968 Sint Annalaan ,1.0,9130.0,Kallo,Oost-Vlaanderen,,Y,,,51.2861426,4.2883397
354.0,,Bld Leopold II,44.0,1080.0,Bruxelles,Bruxelles-Brussel,,,,,50.8594222,4.343013099999999
355.0,,Adolphe Lavallée,1.0,1080.0,Bruxelles,Bruxelles-Brussel,,,,,50.8584725,4.3446113
356.0,,Bld. Du jardin Botanique,,1000.0,Bruxelles,Bruxelles-Brussel,,,,,50.8546109,4.3606333
357.0,,Ch. St - Joseph,4.0,1440.0,Braine-le-Château,Brabant Wallon,,,,,50.6707265,4.3067863
358.0,,Rue des boignées,13.0,1440.0,Wauthier-Braine,Brabant Wallon,,,,,50.68121,4.29806
359.0,,Rue de l institut,8.0,6040.0,Jumet,Hainaut,,,,,50.44272489999999,4.4370311
360.0,,Rue de Bricgniot,196.0,5002.0,Saint-Servais,Namur,,,,,50.4850083,4.8264135
361.0,,Rue sur les bois,113.0,4870.0,Fraipont,Liège,,,,,50.55259359999999,5.7469595
362.0,,Rue de l Hydrion 108l,108.0,6700.0,Arlon,Luxembourg,,,,,49.6836918,5.7942668
364.0,,Place des Sports,3.0,1348.0,Louvain-la-Neuve,Brabant Wallon,,,,,50.67009470000001,4.6014262
365.0,,Rue de la Marlette,3.0,7180.0,Seneffe,Hainaut,,,,,50.5081098,4.2723685
366.0,,Av. de la Sapinette,3.0,7000.0,Mons,Hainaut,,,,,50.4676274,3.9403442
367.0,,Av. du Lac ,56.0,7640.0,Antoing,Hainaut,,,,,50.54254599999999,3.4460516
368.0,,Av. Amédée Hesse,41.0,4900.0,Spa,Liège,,,,,50.4963105,5.8871752
369.0,,Ile de Campana,,4030.0,Grivegnée,Liège,,,,,50.6216,5.61074
370.0,,Allée des Sports,63.0,4000.0,Liège,Liège,,,,,50.5775669,5.5675835
371.0,,Allée du Stade,3.0,5100.0,Jambes,Namur,,,,,50.4573623,4.875184600000001
372.0,,Rue Chéravoie,2.0,6840.0,Neufchâteau,Luxembourg,,,,,49.840729,5.431725999999999
373.0,,Site de l Eau d Heure,4.0,6440.0,Froidchapelle,Hainaut,,,,,50.1857528,4.3823302
374.0,,Allée des Sports,12.0,6280.0,Loverval,Hainaut,,,,,50.3716805,4.473953
375.0,,Rue du Liry,21.0,6810.0,Chiny,Luxembourg,,,,,49.737637,5.346293
376.0,,Chée de Wavre,2057.0,1160.0,Bruxelles,Bruxelles-Brussel,,,,,50.80890770000001,4.4427327
377.0,,Av. Mounier,87.0,1200.0,Bruxelles,Bruxelles-Brussel,,,,,50.8507157,4.451378099999999
378.0,,Rue des Grives,53.0,1070.0,Bruxelles,Bruxelles-Brussel,,,,,50.8156443,4.2988265
379.0,,Omer Vanaudenhovelaan,48.0,3290.0,Diest,Vlaams-Brabant,,Y,,,50.9848207,5.0617237
380.0,,Fabriekstraat,,3980.0,Tessenderlo,Limburg,,,,,51.0600678,5.1103976
381.0,,Pastorijstraat ,118.0,3300.0,Tienen,Vlaams-Brabant,,Y,,,50.8028639,4.9551102
383.0,,Brand Whitlocklaan,165.0,1200.0,Brussel,Bruxelles-Brussel,,,,,50.8444908,4.4044807
384.0,,Gobelinstraat,3.0,9700.0,Oudenaarde,Oost-Vlaanderen,,,,,50.8481101,3.603450399999999
385.0,,Kolonel Begaultlaan ,15.0,3012.0,Wilsele,Vlaams-Brabant,,,,,50.89191539999999,4.7058934
387.0,,Beeldhouwkunstlaan,,1700.0,Dilbeek,Vlaams-Brabant,,N,,,50.84208,4.2795
389.0,,Kapelstraat,100.0,9100.0,Sint-Niklaas,Oost-Vlaanderen,,Y,,,51.152327,4.1541329
390.0,,Vierwegstraat,194.0,8800.0,Roeselare,West-Vlaanderen,,,,,50.951459,3.1529941
396.0,,Paderstraat ,158.0,8620.0,Nieuwpoort,West-Vlaanderen,,,,,51.1284296,2.7480379
398.0,,Haarlebeek,3.0,2275.0,Lille,Antwerpen,,,,,51.2818519,4.8320794
399.0,,Pedro Colomalaan,25.0,2880.0,Bornem,Antwerpen,,,,,51.0871039,4.2619191
403.0,,Parc Industriel Zone A,,7011.0,Ghlin,Hainaut,,,,,50.46429639999999,3.8877424
404.0,,Wiemesmeerstraat ,105.0,3600.0,Genk,Limburg,,Y,,,50.9700204,5.5558819
407.0,,Schurhovenveld ,4820.0,3800.0,Sint-Truiden,Limburg,,,,,50.818835,5.1819977
409.0,,Vlasland,4.0,2260.0,Westerlo,Antwerpen,,Y,,,51.09558939999999,4.871898
411.0,,Vlieghavenlaan,50.0,3140.0,Keerbergen,Vlaams-Brabant,,,,,51.0030211,4.6687227
414.0,,Slachthuislaan,74.0,2060.0,Antwerpen,Antwerpen,,,,,51.2292299,4.4376834
415.0,,Elzen,145.0,3920.0,Lommel,Limburg,,,,,51.2557018,5.326855
417.0,,Arianelaan,5.0,1200.0,Brussel,Bruxelles-Brussel,,,,,50.8575909,4.431181599999999
418.0,,Stift,2.0,3960.0,Bree,Limburg,,,,,51.1430808,5.594832200000001
419.0,,Katjeswilgenlaan ,,3010.0,Kessel-Lo,Vlaams-Brabant,,N,,,50.8936461,4.7186837
420.0,,Weerstandlaan,24.0,2660.0,Hoboken,Antwerpen,,,,,51.1864481,4.3712851
421.0,,Citadelpark ,,9000.0,Gent,Oost-Vlaanderen,,,,,51.0390299,3.7237006
422.0,,Citadelpark ,,9000.0,Gent,Oost-Vlaanderen,,,,,51.0390299,3.7237006
423.0,,Citadelpark ,,9000.0,Gent,Oost-Vlaanderen,,,,,51.0390299,3.7237006
424.0,,Citadelpark ,,9000.0,Gent,Oost-Vlaanderen,,,,,51.0390299,3.7237006
425.0,,Citadelpark ,,9000.0,Gent,Oost-Vlaanderen,,,,,51.0390299,3.7237006
427.0,,Tervuursevest,101.0,3001.0,Heverlee,Vlaams-Brabant,,,,,50.8694863,4.693203899999999
428.0,,Speiestraat,32.0,8940.0,Wervik,West-Vlaanderen,,N,,,50.778723,3.0459702
429.0,,Place des sports,1.0,1348.0,Louvain-la-Neuve,Brabant Wallon,,Y,,,50.6701501,4.6000143
430.0,,Rue du Castinia,,1348.0,Louvain-la-Neuve,Brabant Wallon,,,,,50.6702865,4.6052193
431.0,,Liersestwg.,4.0,2800.0,Mechelen,Antwerpen,,,,,51.0355906,4.484636
434.0,,Route St - Hubert,1.0,6800.0,Recogne,Luxembourg,,,,,49.9110798,5.360253000000001
436.0,,Vaartstraat,60.0,8710.0,Wielsbeke,West-Vlaanderen,,,,,50.9033575,3.3365431
437.0,,Ooigemstraat,12.0,8710.0,Wielsbeke,West-Vlaanderen,,,,,50.9024121,3.3633877
438.0,,Westerring,15.0,9700.0,Oudenaarde,Oost-Vlaanderen,,,,,50.8598176,3.5966482
445.0,,Nazarethsesteenweg,77.0,9800.0,Astene,Oost-Vlaanderen,,N,,,50.9752413,3.5692307
450.0,,Lamorinierestraat,,2018.0,Antwerpen,Antwerpen,,Y,,,51.2035955,4.420659
451.0,,Riderveldlaan,5.0,2018.0,Antwerpen,Antwerpen,,Y,,,51.1898934,4.4393053
452.0,,Nijverheidslaan,7.0,3200.0,Aarschot,Vlaams-Brabant,,,,,50.9917943,4.822860299999999
453.0,,Nijverheidslaan,7.0,3200.0,Aarschot,Vlaams-Brabant,,,,,50.9917943,4.822860299999999
454.0,,Nijverheidslaan,,3200.0,Aarschot,Vlaams-Brabant,,,,,50.9911393,4.8227234
455.0,,Schaliehoevestraat ,12.0,2220.0,Heist-Op-Den-Berg,Antwerpen,,,,,51.05656920000001,4.7020545
456.0,,Nijverheidslaan,7.0,3200.0,Aarschot,Vlaams-Brabant,,,,,50.9917943,4.822860299999999
457.0,,Cipaalstraat ,8.0,2440.0,Geel,Antwerpen,,,,,51.1534304,4.9988449
458.0,,Erperheidestraat,2.0,3990.0,Peer,Limburg,,Y,,,51.1271354,5.5058714
459.0,,Koldamstraat,9.0,1560.0,Hoeilaart,Vlaams-Brabant,,,,,50.7687647,4.4792495
460.0,,Nekkerspoelstraat,199.0,2800.0,Mechelen,Antwerpen,,,,,51.031714,4.497837
461.0,,Kruisstraat,54.0,3120.0,Tremelo,Vlaams-Brabant,,,,,50.9945671,4.700436100000001
466.0,,Av. de Burlet,4.0,1400.0,Nivelles,Brabant Wallon,,,,,50.60179540000001,4.3342018
468.0,,Zeypestraat,26.0,1910.0,Kampenhout,Vlaams-Brabant,,Y,,,50.9464214,4.5633518
469.0,,Bergtorfbroeklaan,,1910.0,Kampenhout,Vlaams-Brabant,,Y,,,50.9398455,4.555153199999999
470.0,,Kerkstraat,34.0,1910.0,Kampenhout,Vlaams-Brabant,,Y,,,50.9412813,4.5480756
471.0,,Steenweg op Zevendonk ,18.0,2300.0,Turnhout,Antwerpen,,Y,,,51.308505,4.947864699999999
472.0,,Uilenbaan,15.0,2160.0,Wommelgem,Antwerpen,,,,,51.2130395,4.5023506
473.0,,Reep,1.0,9000.0,Gent,Oost-Vlaanderen,,Y,,,51.0514307,3.7298697
474.0,,Vlamingenstraat,83.0,3000.0,Leuven,Vlaams-Brabant,,Y,,,50.8743307,4.7017286
475.0,,Steenweg op Tielen ,51.0,2300.0,Turnhout,Antwerpen,,Y,,,51.30200749999999,4.9347996
476.0,,Cathilleweg t,38.0,8490.0,Jabbeke,West-Vlaanderen,,,,,51.215602,3.0710999
477.0,,Sarkoheemstraa,2.0,8490.0,Jabbeke,West-Vlaanderen,,,,,51.1830119,3.0949017
478.0,,Oude Dorpweg,58.0,8490.0,Jabbeke,West-Vlaanderen,,,,,51.1901158,3.1433972
479.0,,Eernegemweg  ,,8490.0,Jabbeke,West-Vlaanderen,,,,,51.1642889,3.1055725
480.0,,Dorpsstraat,,8490.0,Jabbeke,West-Vlaanderen,,,,,51.1822325,3.0915085
485.0,,Parklaan ,,2300.0,Turnhout,Antwerpen,,N,,,51.3125859,4.9454041
488.0,,Motstraat,32.0,2800.0,Mechelen,Antwerpen,,,,,51.0137612,4.4896702
489.0,,Zeutestraat ,5.0,2800.0,Mechelen,Antwerpen,,,,,51.0102284,4.4913411
490.0,,Rue de Chassart,38.0,1495.0,Marbais,Brabant Wallon,,,,,50.527365,4.5193676
491.0,,Squaire Marie-Curie,40.0,1070.0,Bruxelles,Bruxelles-Brussel,,,,,50.8218516,4.2859151
492.0,,Rue Osseghem,53.0,1080.0,Bruxelles,Bruxelles-Brussel,,,,,50.85582369999999,4.3197936
493.0,,Industriepark Nederwest Oost,,9400.0,Meerbeke,Oost-Vlaanderen,,,,,50.8238384,4.0407347
494.0,,Broekaai ,13.0,1731.0,Zellik,Vlaams-Brabant,,,,,50.88449,4.27401
495.0,,AVenue Herman Debroux,42.0,1160.0,Bruxelles,Bruxelles-Brussel,,,,,50.8131772,4.4310924
496.0,,Rue des Pieds d Alouettes,12.0,5100.0,Naninne,Namur,,,,,50.4185928,4.9239001
498.0,,Laarstraat,16.0,2610.0,Wilrijk,Antwerpen,,,,,51.1739816,4.3955885
500.0,,Route de Glons,1.0,4452.0,Paifve,Liège,,,,,50.73087839999999,5.524765599999999
507.0,,Boomsestwg,957.0,,,,,,,,,
509.0,,Nieuwevaart,51.0,9000.0,Gent,Oost-Vlaanderen,,N,,,51.0682262,3.7237232
510.0,,Allée du Bol d Air,13.0,4317.0,Angleur,Liège,,,,,50.578128,5.549818500000001
517.0,,Nijverheidsstraat,7.0,2260.0,Westerlo,Antwerpen,,Y,,,51.1344404,4.932771799999999
518.0,,Boomsestweg,957.0,2610.0,Wilrijk,Antwerpen,,,,,51.1683102,4.3942868
519.0,,Ingberthoeveweg ,7.0,2630.0,Aartselaar,Antwerpen,,,,,51.1500593,4.3969971
520.0,,Boomsestwg.,957.0,2610.0,Wilrijk,Antwerpen,,,,,51.1683102,4.3942868
521.0,,Boomsestwg. ,957.0,2610.0,Wilrijk,Antwerpen,,,,,51.1683102,4.3942868
525.0,,Weg nr. Bre,2.0,3660.0,Opglabbeek,Limburg,,,,,51.0467504,5.586056999999999
526.0,,Klaproosstraat ,12.0,2340.0,Beerse,Antwerpen,,,,,51.3260122,4.8659637
530.0,,Herbesthalerstrasse,325.0,4700.0,Eupen,Liège,,,,,50.63211039999999,6.030266399999999
531.0,,Bld. Du Souverain,25.0,1170.0,Bruxelles,Bruxelles-Brussel,,,,,50.802923,4.425917
532.0,,Grotesteenweg,214.0,2600.0,Berchem,Antwerpen,,,,,51.1932753,4.422559
533.0,,Rue du Trône ,1.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,50.8394589,4.3658784
534.0,,Av. Marcel Thiry,208.0,1200.0,Bruxelles,Bruxelles-Brussel,,,,,50.85697219999999,4.433385299999999
535.0,,Site Philips - Ubicenter,208.0,3000.0,Leuven,Vlaams-Brabant,,,,,50.8670637,4.7127525
536.0,,Grote Steenweg ,214.0,2600.0,Berchem,Antwerpen,,,,,51.1932753,4.422559
537.0,,Oktrooiplein ,1.0,9000.0,Gent,Oost-Vlaanderen,,,,,51.0576658,3.7394562
538.0,,Rue Joffre ,12.0,4000.0,Liège,Liège,,,,,50.6442933,5.571984
539.0,,Blvd. Audent,,4000.0,Liège,Liège,,,,,50.644459,5.5655389
540.0,,Rue d Othée,214.0,4432.0,Alleur,Liège,,,,,50.6679122,5.5278677
542.0,,Ch. de mariemon,100.0,7140.0,Morlanwelz,Hainaut,,,,,50.4712943,4.2356951
543.0,,Rue Ducale,1.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,50.8421753,4.365446299999999
545.0,,Av. de la Couronne,6.0,1050.0,Bruxelles,Bruxelles-Brussel,,,,,50.8327189,4.375591099999999
550.0,,Leuvensesteenweg ,5.0,3080.0,Tervuren,Vlaams-Brabant,,,,,50.8298321,4.5148281
564.0,,Boechhoutlaan,55.0,1853.0,Strombeek-Bever,Vlaams-Brabant,U gebouw achteraan onze site – koffie area – re tegen de muur,,,,50.9040058,4.3443235
565.0,,Temselaan,100.0,1853.0,Strombeek-Bever,Vlaams-Brabant,,,,,50.90377609999999,4.3423171
566.0,,Rue Maestricht,,4651.0,Battice,Liège,,,,,50.6591405,5.7889448
568.0,,Nijverheidsstraat,9.0,2260.0,OEVEL,Antwerpen,,Y,,,51.13442240000001,4.9307406
569.0,,Lieven Bauwensstraa,16.0,8200.0,Brugge,West-Vlaanderen,,,,,51.214382,3.196632
570.0,,Wilrijkstraat,8.0,2650.0,Edegem,Antwerpen,,,,,51.1559537,4.4107578
571.0,,Schiepse Bo,4.0,3600.0,Genk,Limburg,,,,,50.9662102,5.5021822
572.0,,Boomkensstraat,303.0,3500.0,Hasselt,Limburg,,,,,50.9185077,5.325755399999999
573.0,,Grote Markt,,8900.0,Ieper,West-Vlaanderen,,,,,50.8510787,2.8867695
574.0,,Leopold III-laan,,8900.0,Ieper,West-Vlaanderen,,,,,50.8466147,2.8935223
575.0,,Laarbeeklaan,105.0,1090.0,Brussel,Bruxelles-Brussel,,,,,50.8840279,4.3085759
576.0,,Herestraat,19.0,3000.0,Leuven,Vlaams-Brabant,,,,,50.8778935,4.682384799999999
577.0,,Motstraat,40.0,2800.0,Mechelen,Antwerpen,,,,,51.013797,4.4908715
578.0,,Dirk Martensstraat,11.0,8200.0,Sint-Andries,West-Vlaanderen,,,,,51.2108863,3.1975164
580.0,,A. Van Dijckstraat,10.0,2300.0,Turnhout,Antwerpen,,,,,51.3143574,4.938518699999999
581.0,,Rue De La Carbo,,7333.0,Tertre,Hainaut,,,,,50.4777273,3.8063114
582.0,,Rue De La Carbo,,7333.0,Tertre,Hainaut,,,,,50.4777273,3.8063114
583.0,,Chaussée du Tubize ,297.0,1420.0,Braine-l Alleud,Brabant Wallon,,,,,50.6959604,4.3441209
585.0,,Boulevard Industriel,96.0,7700.0,Mouscron,Hainaut,,,,,50.74802469999999,3.247773
586.0,,Rue de l Industrie,44.0,1040.0,Bruxelles,Bruxelles-Brussel,,,,,50.8441082,4.3705978
587.0,,Rue Royale ,100.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,50.8483376,4.3629957
588.0,,Rue de la Papeterie,,6760.0,Virton,Luxembourg,,,,,49.556564,5.5112138
592.0,,Avenue de la Joyeuse Entrée,,1040.0,Bruxelles,Bruxelles-Brussel,,Y,,,50.8421969,4.3862505
594.0,,Dorpsstraat,15.0,3910.0,Neerpelt,Limburg,,,,,51.22723999999999,5.43173
595.0,,Toekomstlaan,,3910.0,Neerpelt,Limburg,,,,,51.2320141,5.4248886
596.0,,Grote Heide ,14.0,3910.0,Neerpelt,Limburg,,,,,51.2471003,5.439377599999999
597.0,,Herent,139.0,3910.0,Neerpelt,Limburg,,,,,51.20285029999999,5.4491936
601.0,,Rue de Trèves ,82.0,1040.0,Bruxelles,Bruxelles-Brussel,,,,,50.8419034,4.3744555
605.0,,Av. Salomé,2.0,1150.0,Bruxelles,Bruxelles-Brussel,,Y,,,50.830818,4.455442
606.0,,Groot Begijnhof,14.0,3000.0,Leuven,Vlaams-Brabant,,Y,,,50.8713027,4.6964705
607.0,,Ottergemsesteenweg,413.0,9000.0,Gent,Oost-Vlaanderen,,,,,51.0262471,3.7339882
608.0,,Albrechtlaan,117.0,9300.0,Aalst,Oost-Vlaanderen,,,,,50.9403367,4.05463
609.0,,Zone Industrielle C ,,7181.0,Feluy,Hainaut,,,,,50.562207,4.250265
610.0,,Rue de l Industrie ,4.0,1400.0,Nivelles,Brabant Wallon,,,,,50.5940506,4.3559173
612.0,,St. Pietersnieuwstraat ,23.0,9000.0,Gent,Oost-Vlaanderen,,Y,,,51.0476974,3.7278657
613.0,,St. Pietersnieuwstraat ,23.0,9000.0,Gent,Oost-Vlaanderen,,Y,,,51.0476974,3.7278657
614.0,,Boulevard de la Woluwe,58.0,1200.0,Bruxelles,Bruxelles-Brussel,,Y,,,50.8410236,4.4362077
615.0,,Bomastraat,10.0,9000.0,Gent,Oost-Vlaanderen,,,,,51.0617288,3.730735
616.0,,Belgiëlei,34.0,2018.0,Antwerpen,Antwerpen,,,,,51.2083908,4.4212001
617.0,,Havenlaan,7.0,3980.0,Tessenderlo,Limburg,,N,,,51.0677411,5.1625424
620.0,,Rue de la Providence ,114.0,6030.0,Marchienne-au-Pont,Hainaut,,Y,,,50.4131291,4.4010831
621.0,,Place de l Accueil,10.0,1348.0,Louvain-la-Neuve,Brabant Wallon,,,,,50.6714831,4.617793199999999
623.0,,Weiveldlaan,19.0,1930.0,Zaventem,Vlaams-Brabant,,,,,50.8718167,4.491782199999999
624.0,,Désiré Delcroixstraat,,9800.0,Deinze,Oost-Vlaanderen,,,,,50.985274,3.5389584
627.0,,Rue G. D Orange,168.0,4100.0,Seraing,Liège,,,,,50.6030116,5.5307903
629.0,,Onder den toren  ,5.0,2800.0,Mechelen,Antwerpen,,,,,51.0287049,4.478142
630.0,,Quai de Willebroeck,35.0,1000.0,Bruxelles,Bruxelles-Brussel,,Y,,,50.8631617,4.352267299999999
631.0,,Koning Albert I  laan  ,8.0,8200.0,Brugge,West-Vlaanderen,,Y,,,51.1972178,3.2140093
632.0,,Boudewijnstraat,4.0,2280.0,Grobbendonk,Antwerpen,,,,,51.1897004,4.7383028
633.0,,Molendreef ,8.0,2280.0,Grobbendonk,Antwerpen,,Y,,,51.1637723,4.7451183
729.0,,Boulevard Roi Albert II ,,1210.0,Bruxelles,Bruxelles-Brussel,,,,,50.8607832,4.3573496
730.0,,Karmelietenstraat,15.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,50.84034279999999,4.3586284
731.0,,Kleine Zavel ,8.0,1000.0,Brussel,Bruxelles-Brussel,,,,,50.8390151,4.3568794
732.0,,Karmelietenstraat,,1000.0,Brussel,Bruxelles-Brussel,,,,,50.8400335,4.3582917
733.0,,Place de l Université ,1.0,1348.0,Louvain-la-Neuve,Brabant Wallon,,,,,50.6698599,4.6151258
734.0,,Daelemveld ,1002.0,3540.0,Herk-de-Stad,Limburg,,Y,,,50.9392785,5.1672236
735.0,,Avenue Charles Thielemans,93.0,1150.0,Bruxelles,Bruxelles-Brussel,,,,,50.8368348,4.4271218
